Genre,Latitude,Longitude,Name,Price Maximum,Price Minimum,Start Date,Subgenre,Venue,VenueID
Metal,34.0907726,-118.3857334,L.A. Guns,0,0,2018-07-14,Heavy Metal,Whisky A Go Go,KovZpZAJAAIA
Metal,43.6174937,-116.2069342,"Yob, Bell Witch",0,0,2018-07-14,Heavy Metal,Neurolux Lounge,KovZpZAFJdEA
Metal,41.7025112,-73.9241895,Alive! '75 (Kiss Tribute),0,0,2018-07-14,Heavy Metal,The Chance,KovZpZAdEkIA
Metal,42.3528999,-71.1326128,Armored Saint performing ?Symbol of Salvation? in its entirety,20.0,20.0,2018-07-14,Heavy Metal,Brighton Music Hall,KovZpapwne
Metal,47.2368945,-122.107994,Five Finger Death Punch And Breaking Benjamin,100.0,30.0,2018-07-16,Heavy Metal,White River Amphitheatre,KovZpZAEkd1A
Metal,43.048708,-87.8962409,Metalachi,0,0,2018-07-18,Heavy Metal,Shank Hall,KovZpZAFAJeA
Metal,47.6653257,-117.4225336,Five Finger Death Punch And Breaking Benjamin,0,0,2018-07-18,Heavy Metal,Spokane Arena,KovZpZA1eklA
Metal,41.49949386,-81.6910261,"ARMORED SAINT PERFORMING ""SYMBOL OF SALVATION"" IN ITS ENTIRETY",25.0,25.0,2018-07-18,Heavy Metal,House of Blues Cleveland,KovZpZAEAA1A
Metal,41.132989,-85.100226,Amerakin Overdose,0,0,2018-07-20,Heavy Metal,Piere's,KovZpZAF77lA
Metal,38.569993,-121.49087928,Dokken,0,0,2018-07-20,Heavy Metal,Ace of Spades,KovZpZAJ6lvA
Metal,43.60358,-116.199107,Five Finger Death Punch And Breaking Benjamin,482.5,37.5,2018-07-20,Heavy Metal,Taco Bell Arena,KovZpZAEetIA
Metal,36.23887757,-115.11914158,Vince Neil,99.95,29.95,2018-07-21,Heavy Metal,Cannery Hotel and Casino,KovZpZAJk7vA
Metal,40.65743789,-112.04072602,Five Finger Death Punch And Breaking Benjamin,0,0,2018-07-21,Heavy Metal,USANA Amphitheatre,KovZpZA1lleA
Metal,43.048708,-87.8962409,Armored Saint with Special Guests Act of Defiance,0,0,2018-07-22,Heavy Metal,Shank Hall,KovZpZAFAJeA
Metal,37.426718,-122.080722,Five Finger Death Punch And Breaking Benjamin,130.0,30.0,2018-07-24,Heavy Metal,Shoreline Amphitheatre,KovZpZA6ta1A
Metal,32.58807102,-117.0058537,Five Finger Death Punch And Breaking Benjamin,100.0,30.0,2018-07-25,Heavy Metal,Mattress Firm Amphitheatre (Formerly Sleep Train Amphitheatre),KovZpa2WZe
Metal,43.580124,-71.412946,Slayer,0,0,2018-07-26,Heavy Metal,Bank of New Hampshire Pavilion,KovZpa1qje
Metal,33.658166,-117.7286,Five Finger Death Punch And Breaking Benjamin,100.0,30.0,2018-07-27,Heavy Metal,FivePoint Amphitheatre,KovZ917A8gf
Metal,40.6014755,-73.5023618,Slayer,150.0,29.5,2018-07-29,Heavy Metal,Northwell Health at Jones Beach Theater,KovZpZAE6eAA
Metal,34.9887105,-106.615429,Five Finger Death Punch And Breaking Benjamin,100.0,30.0,2018-07-29,Heavy Metal,Isleta Amphitheater,KovZpZAFFtaA
Metal,38.161607,-85.700179,Powerglove,0,0,2018-07-30,Heavy Metal,Trixie's Entertainment Complex,KovZpZAEelFA
Metal,41.3479758,-75.6638888,97.9X Presents Slayer,116.75,36.25,2018-07-31,Heavy Metal,The Pavilion at Montage Mountain,KovZpZAEA76A
