Genre,Latitude,Longitude,Name,Price Maximum,Price Minimum,Start Date,Subgenre,Venue,VenueID
Hip-Hop/Rap,33.451085,-112.079228,Joey Bada$$: the Amerikkkana Tour,0,0,2018-05-02,Urban,The Van Buren,KovZ917A887
Hip-Hop/Rap,42.3609933,-71.0962768,"Meyhem Lauren, DJ Muggs",0,0,2018-05-02,Urban,Middle East,KovZpaoV7e
Hip-Hop/Rap,39.66774,-105.208969,Post Malone,0,0,2018-05-02,Urban,Red Rocks Amphitheatre,KovZpZAaeIvA
Hip-Hop/Rap,41.91026,-87.677973,"Malci, Height Keech, Ialive, Biggidz",0,0,2018-05-02,Urban,Downstairs (at Subterranean),KovZpZA6vJlA
Hip-Hop/Rap,41.91026,-87.677973,"Malci, Height Keech, Ialive, Big Gidz",0,0,2018-05-02,Urban,Downstairs (at Subterranean),KovZpZA6vJlA
Hip-Hop/Rap,41.9104357,-87.6780995,King Lil G,0,0,2018-05-02,Urban,Subterranean,KovZpZA1EktA
Hip-Hop/Rap,41.9104357,-87.6780995,King Lil G,0,0,2018-05-02,Urban,Subterranean,KovZpZA1EktA
Hip-Hop/Rap,34.0942,-118.3815,Saba,0,0,2018-05-02,Hip-Hop/Rap,Roxy Theatre-CA,ZFr9jZeA6a
Hip-Hop/Rap,40.782001,-111.7519,Flatbush Zombies,0,0,2018-05-02,Hip-Hop/Rap,The Complex - UT,ZFr9jZaedv
Hip-Hop/Rap,30.228399,-97.713303,Blaze Ya Dead Homie,0,0,2018-05-02,Hip-Hop/Rap,Come and Take It Live,Z7r9jZadCx
Hip-Hop/Rap,34.070202,-118.349998,Skizzy Mars,0,0,2018-05-02,Hip-Hop/Rap,El Rey Theatre - Los Angeles,Z6r9jZkv7e
Hip-Hop/Rap,42.3638324,-71.1014521,"MC Chris, Bitforce",0,0,2018-05-02,Urban,Middle East - Downstairs,KovZpaK-je
Hip-Hop/Rap,34.04024506,-118.2592392,Eric B. & Rakim - The Technique Tour,45.0,45.0,2018-05-02,Urban,The Belasco Theater,KovZpZAJvttA
Hip-Hop/Rap,42.295099,-85.578865,Sir Mix-A-Lot,0,0,2018-05-02,Urban,Bell' s Eccentric Cafe,KovZpZA6vIAA
Hip-Hop/Rap,43.613149,-116.207134,Tech N9ne: Planet Tour 2018 (2-Day Ga Pass),0,0,2018-05-02,Urban,Knitting Factory Concert House - Boise,KovZpZAEkdEA
Hip-Hop/Rap,43.613149,-116.207134,Tech N9ne: Planet Tour 2018 (Show 1 of 2),0,0,2018-05-02,Urban,Knitting Factory Concert House - Boise,KovZpZAEkdEA
Hip-Hop/Rap,43.658501,-116.166,Tech N9ne,0,0,2018-05-02,Hip-Hop/Rap,Knitting Factory Concert House - Boise,ZFr9jZda71
Hip-Hop/Rap,34.08389488,-118.27436551,Caskey,0,0,2018-05-03,Urban,Los Globos,KovZpZAJdveA
Hip-Hop/Rap,38.922432,-77.042259,Magna Carda at Songbyrd,0,0,2018-05-03,Urban,Songbyrd Music House,KovZ917ACiV
Hip-Hop/Rap,42.3638324,-71.1014521,Jaden Smith: Vision Tour,0,0,2018-05-03,Urban,Middle East - Downstairs,KovZpaK-je
Hip-Hop/Rap,32.753815,-117.209272,Joey Bada$$,0,0,2018-05-03,Urban,Soma,KovZpZA1teEA
Hip-Hop/Rap,37.769732,-122.420284,Marteen with Special Guests Ajai Kasim and DJ Burr,0,0,2018-05-03,Urban,Brick & Mortar Music Hall,KovZpZAd6n6A
Hip-Hop/Rap,38.9647957,-95.2358532,SOB X RBE,0,0,2018-05-03,Urban,Granada,KovZpZAaJ1AA
Hip-Hop/Rap,37.041199,-122.124001,Skizzy Mars,0,0,2018-05-03,Hip-Hop/Rap,The Catalyst-CA,ZFr9jZd7AA
Hip-Hop/Rap,42.90476628,-70.81411064,Coolio,0,0,2018-05-03,Urban,Wally's Pub,KovZpZAFJtFA
