Genre,Latitude,Longitude,Name,Price Maximum,Price Minimum,Start Date,Subgenre,Venue,VenueID
Pop,26.134246,-80.136172,Static & Ben El Celebrate Israel,151.5,51.5,2018-04-29,Pop,Parker Playhouse,KovZpZAEeFtA
Pop,33.758688,-84.391449,Why Don't We,29.5,29.5,2018-04-05,Pop,Tabernacle,KovZpaFEZe
Pop,35.239095,-80.845519,Why Don't We:  The Invitation Tour,29.5,29.5,2018-04-06,Pop,The Fillmore Charlotte,KovZpaFEre
Pop,35.048045,-85.305659,Chattanooga 90's Block Party,101.5,41.5,2018-04-07,Pop,Soldiers and Sailors Memorial Auditorium,KovZpZAIEdlA
Pop,40.77517125,-73.56055321,Paul Anka - Celebrating 60 Yrs - His Way,99.5,69.5,2018-04-21,Adult Contemporary,NYCB Theatre at Westbury,KovZpZAEAEaA
Pop,38.65553,-90.297191,AJR: THE CLICK TOUR,18.0,18.0,2018-04-13,Pop,Delmar Hall,KovZpZAt6e7A
Pop,26.685478,-80.186739,Yanni 25 - Acropolis Anniversary Concert Tour,129.0,29.0,2018-04-28,Adult Contemporary,Coral Sky Amphitheatre at the S. Florida Fairgrounds,KovZpZAEkvEA
Pop,41.88811537,-87.62931962,AJR: THE CLICK TOUR,22.5,22.5,2018-04-14,Pop,House of Blues Chicago,KovZpZAEAIlA
Pop,28.370393,-81.504616,Why Don't We - The Invitation Tour,35.0,29.5,2018-04-02,Pop,House of Blues Orlando,KovZpaFIme
Pop,39.965803,-75.134686,Q102 Presents Why Don't We The Invitation Tour,29.5,29.5,2018-04-10,Pop,The Fillmore Philadelphia,KovZpZAEkteA
Pop,34.0648579,-118.3748306,Air Supply,89.0,48.0,2018-04-20,Adult Contemporary,Saban Theatre,KovZpa3uie
Pop,42.3471841,-71.0957036,Why Don't We - The Invitation Tour,49.5,29.5,2018-04-11,Pop,House of Blues Boston,KovZpZAEA7eA
Pop,40.739502,-74.16809,Johnny Mathis,125.0,39.0,2018-04-13,Adult Contemporary,New Jersey Performing Arts Center,KovZpa6Vxe
Pop,29.75377797,-95.36381697,OMD,45.0,25.0,2018-04-07,Pop,House of Blues Houston,KovZpZAE6k1A
Pop,29.87558221,-81.2834879,Yanni 25 - Acropolis Anniversary Concert Tour,129.14,34.14,2018-04-27,Adult Contemporary,St Augustine Amphitheatre,KovZpZAFFnaA
Pop,39.774645,-86.151498,AJR: THE CLICK TOUR,20.0,18.5,2018-04-06,Pop,Egyptian Room at Old National Centre,KovZpZAEAtEA
Pop,38.99734055,-77.02746183,Why Don't We The Invitation Tour,29.5,29.5,2018-04-07,Pop,The Fillmore Silver Spring,KovZpZA6tFlA
Pop,25.792917,-80.13314,Why Don't We - The Invitation Tour,49.5,29.5,2018-04-03,Pop,The Fillmore Miami Beach at Jackie Gleason Theater,KovZpZAEkedA
Pop,47.66126297,-122.31405191,Cigarettes After Sex,20.5,20.5,2018-04-23,Pop,Neptune Theatre,KovZpZAFnltA
Pop,42.89181767,-78.87263371,Johnny Mathis - The Voice Of Romance Tour 2018,125.0,29.5,2018-04-15,Adult Contemporary,Shea's Performing Arts Center,KovZpZAFdl7A
Pop,37.7842392,-122.4332936,Cigarettes After Sex,25.0,25.0,2018-04-26,Pop,The Fillmore,KovZpZAE6eeA
Pop,38.9624079,-119.9399029,Air Supply,68.34,68.34,2018-04-21,Adult Contemporary,South Shore Room at Harrah's Lake Tahoe,KovZpZAJaJAA
Pop,34.04024506,-118.2592392,Madison Beer - As She Pleases Tour,31.0,31.0,2018-04-26,Pop,The Belasco Theater,KovZpZAJvttA
Pop,39.3794811,-74.42646885,Engelbert Humperdinck: The Man I Want To Be Tour,75.0,55.0,2018-04-14,Adult Contemporary,Golden Nugget,KovZpa9iHe
Pop,41.892518,-71.437762,Paul Anka,125.0,50.0,2018-04-20,Adult Contemporary,Twin River Event Center,KovZpZAE7v6A
