Genre,Latitude,Longitude,Name,Price Maximum,Price Minimum,Start Date,Subgenre,Venue,VenueID
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-05,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-06,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-06,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-07,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-08,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-09,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-10,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-10,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-11,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-11,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-12,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-12,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-13,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-13,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-14,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-15,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-16,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-16,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-17,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-17,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,34.037998,-84.169502,Josh Groban: Bridges Tour W/very Special Guest Idina Menzel,0,0,2018-10-18,Adult Contemporary,Infinite Energy Center,Z6r9jZ6aFe
Pop,33.9869191,-84.0907288,Josh Groban: Bridges Tour W/very Special Guest Idina Menzel,0,0,2018-10-18,Adult Contemporary,Infinite Energy Arena,KovZpZAEkdvA
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-18,Pop,Sands Showroom at the Venetian,KovZpa3xIe
Pop,36.11629558,-115.17230026,Frank Marino's Divas,108.99,68.99,2018-10-18,Pop,Mat Franco Theater at The Linq,KovZpZAJaJ7A
Pop,36.12198338,-115.17140642,Human Nature,116.88,66.88,2018-10-19,Pop,Sands Showroom at the Venetian,KovZpa3xIe
